,Year,Kilometers_Driven,Mileage,Engine,Power,Seats,Price,Location_Ahmedabad,Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Fuel_Type_CNG,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Owner_Type_First,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third
2764,2016,7000,20.36,1197,78.9,5.0,3.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
2765,2014,20000,25.8,1498,98.6,5.0,4.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2766,2017,14061,21.9,1396,88.76,5.0,7.4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2767,2018,30706,11.57,2987,254.79,5.0,59.29,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2768,2011,51387,12.05,2179,120.0,7.0,5.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
2769,2006,44000,15.3,1341,83.0,5.0,1.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2770,2016,12208,21.4,1197,83.1,5.0,6.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2771,2011,55000,16.52,1991,123.7,5.0,3.95,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2772,2011,61600,17.1,1591,121.3,5.0,4.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2773,2016,28414,17.0,1497,118.0,5.0,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2774,2017,27853,17.21,1197,103.5,5.0,8.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
2775,2013,55116,19.4,1198,86.8,5.0,3.31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2776,2017,26000,26.59,1248,74.0,5.0,7.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2777,2012,45496,17.0,1497,118.0,5.0,4.75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
2778,2013,76000,11.18,2696,184.0,7.0,8.79,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2779,2014,136000,13.1,1798,157.75,5.0,9.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
2781,2010,38127,19.7,796,46.3,5.0,1.55,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
2782,2014,82450,23.0,1396,90.0,5.0,5.85,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2783,2014,62497,15.8,1499,110.0,5.0,7.52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2784,2011,86732,23.08,1461,63.1,5.0,3.6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2785,2016,27969,19.4,1198,86.8,5.0,4.73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
2786,2013,66372,11.18,2696,184.0,7.0,10.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2787,2013,73525,16.46,2993,258.0,5.0,34.54,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2788,2018,20689,18.9,1197,81.86,5.0,6.07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
2789,2018,25093,21.4,1197,83.1,5.0,7.76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2790,2016,49176,11.68,2498,112.0,8.0,7.46,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2791,2012,87510,21.8,1461,78.0,5.0,3.49,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2792,2012,38214,18.5,1197,80.0,5.0,4.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2793,2013,48986,10.5,2835,107.2,6.0,11.88,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
2794,2011,88000,14.53,1794,138.1,5.0,6.45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
2795,2015,69002,15.97,2993,258.0,5.0,50.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
2796,2011,43706,10.9,2497,215.0,5.0,9.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
2797,2016,58671,17.01,1582,126.2,5.0,14.25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2798,2017,49404,18.49,1493,100.0,7.0,7.36,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2799,2010,72000,12.05,2179,120.0,8.0,4.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2800,2016,24000,25.17,799,53.3,5.0,3.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2801,2017,53285,22.5,999,67.0,5.0,4.28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
2802,2017,12000,16.1,1197,85.0,5.0,5.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
2803,2012,45000,17.0,1896,105.0,5.0,6.99,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
2804,2018,26234,24.7,796,47.3,5.0,4.29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2805,2014,55000,18.6,1197,85.8,5.0,4.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2806,2012,90000,23.0,1396,90.0,5.0,4.11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
2807,2015,48000,15.73,1968,174.33,5.0,18.75,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
2808,2017,19863,11.57,2987,254.79,5.0,64.95,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
2809,2010,55000,19.81,1086,68.05,5.0,1.59,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
2810,2016,4800,20.51,998,67.04,5.0,3.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
2811,2017,38607,17.8,1497,117.3,5.0,7.87,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
2812,2018,3958,18.9,1197,81.86,5.0,5.55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2813,2014,74000,25.1,1498,98.6,5.0,6.4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2814,2009,54540,17.5,1298,85.8,5.0,2.65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2815,2015,58400,17.5,1298,85.8,5.0,5.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2816,2013,73648,15.1,2179,140.0,7.0,7.31,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
2817,2016,83000,28.09,1248,88.5,5.0,7.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2818,2016,16159,22.32,1582,126.32,5.0,7.83,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
2819,2005,150000,13.1,1493,82.0,5.0,0.85,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
2820,2014,22100,19.4,1198,86.8,5.0,3.55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2821,2017,35043,17.19,1197,81.86,5.0,8.19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2822,2018,24000,18.88,1995,184.0,5.0,28.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
2823,2015,480000,16.96,1968,138.03,5.0,13.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2824,2011,70000,15.26,1598,103.5,5.0,3.29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2825,2015,13769,16.1,1197,85.0,5.0,4.41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
2826,2013,58000,19.01,1461,108.45,5.0,4.99,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
2827,2009,58000,18.56,1995,190.0,5.0,17.98,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2828,2018,18705,20.5,1248,91.72,5.0,7.71,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2829,2013,32378,20.51,998,67.04,5.0,2.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2830,2013,45000,22.1,1248,76.9,5.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
2831,2015,36836,15.1,2179,140.0,7.0,12.49,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2832,2016,54199,23.0,1248,88.8,5.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
2833,2017,36935,18.56,1995,190.0,5.0,32.64,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
2834,2015,23000,25.2,1248,74.0,5.0,6.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2835,2015,14000,18.12,1995,190.0,5.0,35.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2836,2015,100073,25.0,1396,69.01,5.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2837,2015,59182,15.1,2179,140.0,7.0,9.46,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
2838,2016,72132,12.07,2967,241.4,7.0,39.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
2839,2009,79000,18.48,1995,177.0,5.0,15.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2840,2013,66930,17.1,1591,121.3,5.0,6.15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2841,2015,100000,13.01,2199,194.3,7.0,14.5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2843,2018,27413,20.51,998,67.0,5.0,5.18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
2844,2007,90000,17.3,1061,64.0,5.0,1.24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
2845,2013,40300,18.5,1197,82.85,5.0,2.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
2846,2011,73783,13.7,1798,157.75,5.0,5.23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
2847,2005,86000,15.3,1341,83.0,5.0,0.45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
2848,2014,65694,18.9,998,67.1,5.0,3.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2849,2015,23000,16.8,796,34.2,5.0,1.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
2850,2012,51000,20.36,1197,78.9,5.0,2.85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2851,2018,18335,21.7,999,67.0,5.0,4.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
2852,2014,36000,15.0,2147,107.3,5.0,16.25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2853,2017,25000,17.21,1197,103.5,5.0,7.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
2854,2007,81000,12.05,2179,120.0,8.0,4.35,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2855,2019,21719,12.9,2755,174.5,7.0,33.13,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
2856,2013,75421,25.44,936,56.3,5.0,3.63,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2857,2010,80000,12.8,2494,102.0,8.0,4.75,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2858,2018,10671,20.85,1197,83.14,5.0,6.51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
2859,2018,4126,21.7,999,67.0,5.0,4.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2860,2017,98500,22.95,1248,74.0,5.0,6.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2861,2016,61578,18.9,1197,82.0,5.0,6.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2862,2014,54000,20.34,1498,103.2,5.0,4.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2863,2013,70998,17.68,1968,174.33,5.0,20.57,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2864,2015,40082,19.3,1248,73.9,5.0,4.76,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
2865,2012,50619,18.0,995,62.0,5.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
2866,2009,103905,22.69,1995,190.0,5.0,9.92,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2867,2018,15334,21.1,814,55.2,5.0,3.69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
2868,2013,69000,23.4,1248,74.0,5.0,5.75,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2869,2014,75160,20.14,1498,88.5,5.0,5.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2870,2014,44753,18.0,1198,86.7,5.0,4.94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2871,2012,53024,14.4,1598,103.6,5.0,4.29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
2872,2014,23840,20.51,998,67.04,5.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
2873,2014,81298,20.14,1498,88.8,5.0,6.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2874,2015,59000,16.47,1198,73.9,5.0,4.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2875,2016,51806,25.8,1498,98.6,5.0,5.4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
2876,2014,56000,18.53,1968,187.74,5.0,24.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2877,2019,29279,24.7,1047,69.0,5.0,7.46,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
2878,2017,33550,21.5,1498,108.5,5.0,9.6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
2879,2014,62000,18.53,1968,187.74,5.0,25.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2880,2014,66000,19.01,1461,108.5,5.0,6.8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2881,2016,46630,21.66,1498,103.52,5.0,8.59,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2882,2016,72566,25.83,1498,99.0,5.0,5.29,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2883,2011,51482,15.42,1405,70.0,8.0,2.5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
2884,2011,90000,14.84,2143,167.62,5.0,13.9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2885,2014,69000,13.0,2982,168.5,7.0,20.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2886,2011,90000,17.0,1497,118.0,5.0,3.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2887,2015,39000,18.6,1197,81.83,5.0,5.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2888,2012,110000,20.54,1598,103.6,5.0,3.65,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2889,2011,68022,13.1,2499,141.0,7.0,5.86,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
2890,2018,27852,14.8,1497,121.36,5.0,10.44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
2892,2011,68439,23.0,1396,90.0,5.0,3.37,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2893,2011,150000,12.99,2494,100.6,8.0,6.95,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2894,2018,14000,21.5,1497,108.5,5.0,9.9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
2895,2012,71558,20.0,1399,68.05,5.0,3.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2896,2013,48000,17.85,2967,300.0,4.0,50.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2897,2015,65800,17.01,1582,126.2,5.0,12.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2898,2014,53000,16.55,1968,140.0,5.0,20.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2899,2017,14600,16.0,2179,140.0,7.0,14.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
2900,2017,34429,13.8,2999,174.57,7.0,20.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2901,2014,52000,23.4,1248,74.0,5.0,5.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2902,2015,25470,20.73,1373,91.1,5.0,5.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
2903,2013,22000,21.1,814,55.2,5.0,2.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
2904,2007,75000,11.0,2987,198.5,5.0,11.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2905,2011,95995,18.48,1995,177.0,5.0,15.5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
2906,2017,26877,24.0,1186,73.97,5.0,5.75,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2907,2015,26000,14.47,2993,301.73,5.0,75.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2908,2007,140000,17.8,1248,75.0,5.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2909,2008,95291,17.92,1086,62.1,5.0,2.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2910,2009,135000,12.8,2494,102.0,8.0,8.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2911,2015,32000,18.6,1197,81.83,5.0,4.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
2912,2008,68333,11.0,2987,198.5,5.0,8.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
2913,2011,72000,20.0,1399,68.0,5.0,2.9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2914,2012,52100,21.43,1364,86.79,5.0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2915,2018,10000,18.9,1197,81.86,5.0,5.85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2916,2019,6261,16.3,1956,170.0,5.0,23.91,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2917,2019,3906,20.89,1197,81.8,5.0,7.36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
2918,2014,55960,11.5,2982,171.0,7.0,17.25,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
2919,2013,144000,20.54,1598,103.6,5.0,7.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2920,2017,38000,13.68,2393,147.8,7.0,17.65,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
2921,2013,51000,20.0,1399,68.1,5.0,2.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2922,2015,150000,23.59,1364,67.05,5.0,6.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2923,2018,2500,18.06,2523,63.0,7.0,8.25,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
2924,2018,41661,12.7,2179,187.7,5.0,44.83,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
2925,2011,64000,16.07,1995,181.0,5.0,10.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2926,2008,80000,13.2,1495,94.0,5.0,1.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2927,2016,30000,23.1,998,67.04,5.0,4.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2928,2014,43000,16.36,2179,187.7,5.0,26.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2929,2013,90000,12.4,2698,179.5,5.0,22.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2930,2011,123880,23.08,1461,63.1,5.0,3.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2931,2015,42000,18.0,1198,86.7,5.0,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2932,2012,79824,19.87,1461,83.8,5.0,5.25,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2933,2015,75000,12.99,2494,100.6,8.0,11.75,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2934,2014,72411,18.0,1198,86.7,5.0,4.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2935,2012,63000,14.94,2143,204.0,5.0,14.22,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2936,2015,53713,17.71,1197,78.9,5.0,4.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2937,2017,18000,11.36,2755,171.5,8.0,18.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2938,2013,51000,15.8,2148,170.0,5.0,18.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2939,2008,86700,16.1,1298,88.2,5.0,2.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2940,2016,29000,27.39,1248,74.0,5.0,6.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
2941,2014,56000,13.45,1086,62.1,5.0,3.2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2942,2015,33000,23.1,998,67.04,5.0,3.99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
2943,2014,64394,22.7,1498,89.84,5.0,5.45,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
2944,2010,76000,18.8,1248,90.0,5.0,2.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2945,2016,48719,27.3,1498,98.6,5.0,6.25,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
2946,2016,59711,15.1,2179,140.0,7.0,13.28,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2947,2012,83000,23.08,1461,63.1,5.0,3.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2948,2018,10714,19.27,2143,167.62,5.0,39.51,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2949,2010,127510,19.0,1248,90.0,5.0,1.4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2950,2014,35010,22.9,1248,74.0,5.0,3.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
2951,2012,75451,17.5,1197,85.8,5.0,3.78,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2952,2015,83000,19.09,1405,69.01,5.0,2.7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
2953,2013,38755,25.8,1498,98.6,5.0,3.2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
2954,2016,30000,20.4,1197,81.8,5.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2955,2012,40000,20.77,1248,88.8,7.0,7.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2956,2014,19500,18.9,1197,82.0,5.0,2.85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
2957,2016,41000,19.69,1198,67.04,5.0,4.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2958,2014,30000,18.9,1197,82.0,5.0,4.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2959,2017,37000,17.1,1956,170.0,5.0,16.9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2960,2014,62000,22.07,1199,73.9,5.0,4.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2961,2015,42023,15.5,1198,86.7,5.0,4.34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
2962,2012,51001,16.09,1995,184.0,5.0,17.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
